text,label
rt usrId it was so good to be back on usrId today ! sending love and praying for all our kapamilyas under these strong sto,__label__2
praying for our httpAddress lord protect us from this typhoon #ruby #hagupit in jesus name !,__label__2
ndrrmc httpAddress httpAddress pama rescue teams in metro manila have beem alerted and on httpAddress #rubyph #hagupit,__label__2
rt usrId powerful typhoon slams into eastern philippine httpAddress httpAddress,__label__2
keep safe everyone #rubyph,__label__2
rt usrId mt usrId dswd update relief assistance httpAddress amp ; lgu support p httpAddress #rubyresponse #reliefph #hmrd,__label__2
rt usrId expected rainfall amount httpAddress per hour heavy intense within DD kilometer diameter of typhoon #hagupit #rubyph,__label__2
rt usrId via usrId 1k ppl take shelter at school turned evacuation center as they wait for typhoon #hagupit to pass httpAddress,__label__2
rt usrId httpAddress 6pm american time i guess httpAddress rt usrId naga city to manila latest jtwc forecast track #hagupit #rubyph http,__label__2
rt usrId let s pray for those who are affected by the httpAddress f keep safe everyone ! #rubyph,__label__2
rt usrId orange rainfall warning raised over metro manila httpAddress #rubyph,__label__2
rt usrId #walangpasok classes at all levels in plm remains suspended tomorrow DD httpAddress admin and academic httpAddress httpAddress,__label__2
rt usrId filipinos seek shelter in churches schools and evacuation centres as typhoon #hagupit looms httpAddress h,__label__2
rt usrId good morning keep safe everyone let pray for the safety of our place amp ; our country #rubyph,__label__2
rt usrId httpAddress #cebu city gov t sennds another batch of relief goods to brgys quiot amp ; sudlon i evac httpAddress #rubyph http,__label__2
report at least two people killed after typhoon hagupit made landfall in the httpAddress usrId httpAddress,__label__1
palace readies p27 billion #rubyph rehab fund,__label__2
rt usrId never before has the #philippines been more prepared for a #typhoon . #hagupit #rubyph is churning stay in httpAddress http,__label__2
rt usrId keep safe and dry #rubyph,__label__2
rt usrId we re with the philippines military tonight on usrId usrId surveying the damage from #typhoonhagupit httpAddress,__label__1
rt usrId god bless the philippines for the typhoon httpAddress praying for everyone s security and httpAddress httpAddress #rubyph httpAddress,__label__2
goodmorning lt ;3 #rubyph #linesthatdontgetyoulaid httpAddress,__label__2
rt usrId usrId half a million filipinos flee homes as super typhoon barrels toward philippines httpAddress httpAddress,__label__2
i pray for the safety of every httpAddress f #rubyph,__label__2
typhoon hagupit makes landfall get prepared for the aftermath ! usrId httpAddress,__label__2
news5 at least DD dead says red cross as hagupit weakens into a tropical depression httpAddress,__label__1
keep safe everyone !! god bless us httpAddress,__label__2
two people killed as typhoon hagupit leaves a trail of destruction across the httpAddress full details #9newsat6 httpAddress,__label__1
rt usrId watching the live updates on #rubyph on httpAddress this is httpAddress to our countrymen in the path of the storm please stay s,__label__2
rt usrId today our thoughts go out to usrId and all those in the philippines as they brace for typhoon #hagupit httpAddress,__label__2
rt usrId #prayforthephilippines f i hope everyone is safe during the httpAddress httpAddress,__label__2
miss my family in the httpAddress they just had a typhoon over httpAddress glad everyone is httpAddress yes i m httpAddress,__label__2
thank you god ruby didnt hit so httpAddress #rubyph,__label__2
httpAddress agency philippines seeing one of world s biggest peacetime evacuations over typhoon httpAddress httpAddress,__label__2
#rubyph stay safe !! don t forget to httpAddress,__label__2
rt usrId most business establishments in downtown tacloban city are now closed due to typhoon httpAddress via usrId httpAddress,__label__2
rt usrId let s all continue to httpAddress #rubyph httpAddress,__label__2
rt usrId storm surge destroys D houses in sorsogon httpAddress usrId usrId #rubyph,__label__1
philredcross typhoon ruby will make six landfalls from today to httpAddress please visit prc s social media accounts for httpAddress #rubyph,__label__2
rt usrId millions are in the path of typhoon httpAddress httpAddress help us save lives in the philippines httpAddress,__label__2
rt usrId help us reach children amp ; families in the #philippines hit by typhoon #hagupit rt amp ; donate now httpAddress httpAddress,__label__2
rt usrId department of education deped ph reminds schools and field offices to take precautionary measures for httpAddress httpAddress,__label__2
rt usrId standing with the people of the phillipines facing typhoon httpAddress #cop20 #solidaritynotsympathy httpAddress,__label__2
rt usrId let s all pray for everyone safety especially eastern httpAddress doon kasi maglaland fall ang bagyong httpAddress cfcf #rubyph,__label__2
rt usrId typhoon hagupit kills DD on samar island philippine red cross says usrId httpAddress,__label__1
rt usrId carmel D years old holds her brother in evacuation center in the #philippines #typhoonhagupit httpAddress httpAddress,__label__2
to those who have evacuated please stay until lgus httpAddress better we stay on safe places than go back to our houses httpAddress #rubyph,__label__2
our office declared half day httpAddress being at home at this early hour is quite httpAddress keep safe everyone ! #rubyph,__label__2
rt usrId please retweet to start a prayer httpAddress #rubyph #prayforthephilippines httpAddress,__label__2
rt usrId weather #rubyph is forecast to move west at DD httpAddress ne monsoon affecting northern luzon via usrId,__label__2
rt usrId advisory metro manila under signal no . D as #rubyph heads for masbate httpAddress,__label__2
usrId sorry to hear that ff pray for philippines !! i wish people there are safe n that typhoon is gone soonff,__label__2
httpAddress bears witness in laiya httpAddress #hagupit is expected to landfall here 6pm httpAddress #cop20 httpAddress,__label__2
rt usrId yesterday phivolcs issued a lahar advisory for areas near mayon amp ; bulusan volcanoes httpAddress #rubyph httpAddress,__label__2
rt usrId #rubyph every storm that comes also comes to an httpAddress just pray and be faithful with httpAddress,__label__2
millions evacuate as massive typhoon bears down on philippines httpAddress #philippines,__label__2
httpAddress is rushing lifesaving supplies to the hardest hit areas of the httpAddress you can help httpAddress #hagupit #rubyph,__label__2
winds rain herald typhoon hagupit httpAddress,__label__2
hagupit on the track to become super typhoon philippines on alert httpAddress,__label__2
rt usrId #rubyph update 8pm 6dec14 typhoon ruby was located 160km ese of catarman httpAddress 55km east of dolores easter,__label__2
usrId #rubyph is expected to hit calapan city on httpAddress does it mean we will experience the super strong winds as well ??,__label__2
no classes upc0ming typh0on mixed em0tions #keepsafe ! #rubyph #hagupit,__label__2
rt usrId to inner circles amp ; everyone in philippines please take care amp ; stay safe during the arrival of typhoon ruby ! a20,__label__2
#hagupit s rains have left and the sun s out but sprawling fields will be flooded for days usrId usrId httpAddress,__label__2
rt usrId i heard that there was great damage done by typhoon haiyan in the httpAddress i hope everyone is safe httpAddress httpAddress,__label__2
rt usrId view the map of evacuation amp ; response shelters in areas affected by #rubyph httpAddress usrId usrId,__label__2
rt usrId sad news calbayog samar has its first httpAddress a D year old is confirmed dead after getting crushed by an uprooted tree,__label__1
new y . httpAddress eua death toll from typhoon hagupit rises in philippines the number killed by httpAddress httpAddress va httpAddress,__label__1
rt usrId strong winds hit irosin httpAddress no more power in the httpAddress #rubyph via usrId,__label__1
rt usrId pagasa #rubyph to make landfall saturday evening over the eastern samar northern samar area with 4 5 meter storm surge and hea,__label__2
rt usrId all we need is god ! let s pray ! f #rubyph,__label__2
rt usrId rt usrId usrId list of flood prone streets in httpAddress yellow rainfall advisory in httpAddress #rubyph httpAddress,__label__1
storm hagupit approaching in paracel spratly archipelagos vietnamnet bridge httpAddress #spratlys,__label__2
rt usrId gob bless the philippines !! #rubyph #prayforthephilippines #pray httpAddress httpAddress,__label__2
rt usrId which places may be hit by #rubyph s storm surges ? httpAddress #hagupit httpAddress,__label__2
rt usrId httpAddress emerging from eyewall replacement httpAddress won t be a cat 5 but still very strong at httpAddress httpAddress,__label__2
rt usrId prayer the best armor against among all httpAddress #rubyph #prayforthephilippines httpAddress,__label__2
rt usrId breaking news already a super typhoon #hagupit is going to be a #haiyan in DD httpAddress expected max winds DD httpAddress gusts D,__label__2
rt usrId typhoon #hagupit strengthening as it approaches the #philippines currently httpAddress 4 . usrId on alert amp ; staff on s,__label__2
typhoon hagupit makes landfall typhoon hagupit has made landfall in the philippines as more than half a httpAddress httpAddress,__label__1
rt usrId saw the news and this typhoon is moving so slow !! but still strong might last until wednesday ! my god ! bless our souls,__label__2
rt usrId yellow rainfall advisory negros provinces bohol antique capiz iloilo guimaras southern httpAddress #rubyph,__label__2
rt usrId as we rest tonight remember to #pray for those who have been affected by #rubyph httpAddress the vulnerable children families,__label__2
rt usrId DD towns in bondoc peninsula area currenntly experiencing power httpAddress #rubyph,__label__1
rt usrId work is not suspended in gov t agencies that provide basic and health services disaster response httpAddress #rubyph,__label__2
rt usrId classes have been suspended in the ateneo de manila university tomorrow httpAddress 9 2014 due to httpAddress httpAddress,__label__2
rt usrId httpAddress no one left httpAddress usrId young evacuees to bring their pet to the evacuation center #rubyph httpAddress,__label__2
rt usrId #metromanila classes suspended today #rubyph httpAddress,__label__1
typhoon hagupit weakens after slamming into philippines httpAddress from #cbsnews #tns,__label__2
rt usrId httpAddress stands ready to assist httpAddress citizens affected by typhoon hagupit httpAddress more information httpAddress,__label__2
rt usrId spare a little httpAddress #prayforthephilippines #prayforvisayas httpAddress,__label__2
rt usrId ahead of super typhoon #hagupit residents of the philippines rushed to stock up amp ; take cover httpAddress httpAddress,__label__2
rt usrId wonderful news in the midst of the storm ! baby abandoned then saved in cebu during #rubyph httpAddress http,__label__1
prayers must continue ! update typhoon hagupit batters philippines the united methodist church httpAddress,__label__2
in borongan roxas has warned residents near the sea he will order forced evacuation unless they evacuate tonight #rubyph via usrId,__label__2
rt usrId as of 5am today DD evac centers are open in areas affected by #rubyph serving 32 664 families httpAddress 146 053 persons usrId,__label__2
typhoon #hagupit #rubyph is slowing but threatens to cause major flooding amp ; dangerous httpAddress get the latest httpAddress,__label__2
god is with us always ! thank you lordfmy family are all safe from the typhoon ruby httpAddress hagupit ! keep safe everyone ! #hagupitniyolanda #rubyph,__label__2
rt usrId starting today metro manila will experience light to moderate httpAddress #rubyph,__label__2
rt usrId pagasa says #rubyph s eye will be closest to mmla particularly areas in the south pateros taguig httpAddress,__label__2
rt usrId nothing is impossible when it comes to a prayerful httpAddress lumiliit lalo ang httpAddress thank you httpAddress #rubyph,__label__2
rt usrId pagasa effects of typhoon #rubyph will be felt in metro manila starting tomorrow httpAddress 8 and will peak at around 8 10 pm,__label__2
still awake waiting for the updates #rubyph better updated . god bless us all,__label__2
rt usrId signal #3 httpAddress please pray for us . #rubyph,__label__2
rt usrId more than DD families evacuated in muntinlupa city due to httpAddress via usrId httpAddress,__label__2
typhoon hagupit more than half a million philippines residents flee storm surge the httpAddress,__label__2
philippines typhoon hagupit update 2014 thousands stranded in evacuation httpAddress #typhoon,__label__2
world #typhoonhagupit passes sigh of relief across #philippines legazpi philippinestyphoon hagupit knocked out httpAddress,__label__2
rt usrId signal no . D is also up over antique iloilo rest of cebu bohol dinagat islands siargao httpAddress #rubyph,__label__2
rt usrId in the westernpacific tropical storm #hagupit has winds of 50mph with pressure of 990mbars movement wnw 6mph #rubyph h,__label__2
there s a huge typhoon coming here in the philippines f4 please pray for us fe,__label__2
rt usrId we caught D days of typhoon #hagupit s motion over philippines httpAddress #earthrightnow httpAddress,__label__2
rt usrId unisdr typhoon #hagupit #ruby disaster risk reduction situation report #drr #wcdrr httpAddress,__label__2
#rubyph signal no . D cavite bkeep safe everyone,__label__2
rt usrId typhoon #hagupit begins agonizing 3 day trek thru httpAddress deadly flooding httpAddress httpAddress #rubyph httpAddress,__label__1
hagupit ravages philippines watch httpAddress,__label__1
please stay safe and dry ph armys and httpAddress kahit na trb na mamaya your safety and life is far more precious than the httpAddress #rubyph,__label__2
rt usrId v usrId 17 416 people registered into #tacloban storm shelters as #philippines braces for typhoon #hagupit,__label__2
#ireland two dead as typhoon hagupit lashes philippines httpAddress,__label__1
prepare ourselves because typhoon hagupit will be coming in httpAddress feeling worried,__label__2
everything can be done for a httpAddress mark 9 23 #pray #goodnight f47 #prayforthephilippines #rubyph,__label__2
evacuations underway in philippines ahead of powerful typhoon #hagupit #rubyph httpAddress httpAddress,__label__2
looks like we re next httpAddress stay safe everyone ! d #rubyph #hagupit,__label__2
typhoon death toll rises in philippines though devastation less than feared at least DD people are dead and more httpAddress,__label__1
typhoon hagupit rips through philippines more than D million people had fled to shelters by the httpAddress httpAddress usrId,__label__2
dfa suspends consular operations today due to typhoon #rubyph #hagupit via usrId,__label__2
rt usrId rt usrId landslides caused by #hagupitph in samar #care and partner #assessment httpAddress,__label__2
typhoon ruby is httpAddress and they say it s like the intensity of httpAddress let s pray for a storm proof httpAddress call home httpAddress,__label__2
we are dispatching experts to the philippines as #hagupit approaches httpAddress httpAddress,__label__2
rt usrId praying for the safety of everyone within the affected areas of typhoon httpAddress keep safe !,__label__2
rt usrId dankanter D year ago today our bieber fam visited the affected areas in the philippines devastated by super typhoon http,__label__2
rt usrId bobongwords retweet to inform others about the emergency httpAddress #prayforvisayas #rubyph httpAddress,__label__2
rt usrId electric post downed by strong winds in rizal httpAddress extension abucay httpAddress #rubyph photo via usrId httpAddress,__label__1
rt usrId first estimates say 800 00 workers affected by typhoon hagupit in the httpAddress httpAddress httpAddress,__label__1
rt usrId typhoon churns across philippines more than D million flee httpAddress,__label__2
rt usrId #rubyph aftermath in tacloban as of 6 50am ph time httpAddress D #hagupit usrId httpAddress,__label__1
rt usrId radar image of #typhoon #rubyph #hagupit nearing east coast of samar httpAddress usrId httpAddress,__label__2
lord please keep our country safe from super typhoon #hagupit or httpAddress guys be prepared cause what httpAddress,__label__2
rt usrId pagasa as of 8 00 httpAddress today #rubyph has weakened into a tropical storm with maximum winds of DD kph and gustiness of DD kp,__label__2
#teamyamita hundreds of thousands evacuated in philippines as typhoon hagupit nears the httpAddress httpAddress unete a #teamyamita,__label__2
rt usrId safe flight httpAddress rt usrId just boarding flight to manila will figure out next step once we land #typhoon #ha,__label__2
seeing news about super typhoon ruby gives me httpAddress keep safe my visayan friends ! #prayforthephilippines #rubyph #bagyonghagupit,__label__2
rt usrId #rubyph have #reliefph or #rescueph concerns want to volunteer coordinate ? contact usrId the clearing house httpAddress,__label__2
D dead DD evacuate as typhoon slams philippines fox news fox newsD dead DD evacuate as typhoon httpAddress httpAddress,__label__1
rt usrId typhoon hagupit pummels philippines killing at least two gt ; gt ; httpAddress httpAddress,__label__1
#rubyph pray for our kababayans out there !,__label__2
my thoughts and prayers go to the #teamrubicon recon team in place in manilla today riding out the super #typhoon aimed at the httpAddress,__label__2
DD kiseop twitpic update i miss httpAddress philippines keep safe from typhoon hagupit httpAddress,__label__2
rt usrId pagasa #rubyph expected to make landfall satuday night or sunday morning in eastern or norther samar,__label__2
chachigonzales keeping everyone is the philippines in my httpAddress stay safe D #rubyph,__label__2
rt usrId icymi areas with storm signal warnings because of #rubyph httpAddress,__label__2
rt usrId while you re in church today actually anywhere really don t forget to say a little prayer for everyone s safety from,__label__2
that s httpAddress d #gogod rt usrId for the 2nd time #cebu was spared from a super typhoon httpAddress keep safe everyone ! #rubyph,__label__2
twiar philippine hams support emergency communication for typhoon hagupit amateur radio volunteers in the httpAddress httpAddress,__label__2
i hate the fact that people have been preparing due to fear and not httpAddress,__label__2
rt usrId philippines on highest alert as super typhoon #hagupit approaches httpAddress httpAddress,__label__2
rt usrId typhoon hagupit kills DD in philippines red cross httpAddress #storm #manila #samar httpAddress,__label__1
help make dreams come true sponsor a child in the #philippines with usrId httpAddress,__label__2
rt usrId ruby means return of unfinished business of httpAddress a philippines can survive ! god is there for us . god is with us ! f #,__label__2
typhoon hagupit begins dangerous trek across philippines deadly floods likely updated 6 00 .. httpAddress #marketing #tech,__label__2
rt usrId signal no . D in samar provinces as #rubyph nears landfall httpAddress httpAddress,__label__2
rt usrId usrId assists in tuesday food distributions in #philippines #typhoonruby httpAddress via usrId,__label__2
rt usrId philippines weathers typhoon hagupit as aid arrives httpAddress,__label__2
rt usrId #rubyph public storm warning signal as of 11 00 pm today httpAddress,__label__2
rt usrId let s #prayforthephilippines as the country prepares for typhoon #hagupit #rubyph 4f please keep safe mga httpAddress,__label__2
#prayforthephilippines god s got your back guys !,__label__2
DD dead hagupit weakens as it nears philippine capital manila httpAddress,__label__1
rt usrId #rubyph is no longer a super typhoon ! god is great !! keep safe pa rin guys httpAddress,__label__2
rt usrId #rubyph cuts power lines in southern luzon visayas httpAddress httpAddress,__label__1
rt usrId this is unfair pls help #rubyph usrId usrIdi usrId usrId usrId usrId usrId usrId usrId httpAddress,__label__2
rt usrId philippines shutters capitol markets and schools after typhoon s fourth landfall httpAddress #hagupit httpAddress,__label__1
tropical storm hagupit batters philippines killing at least DD birds eye view httpAddress #typhoon,__label__1
mass evacuations as typhoon hagupit kills four sky news httpAddress,__label__2
hagupit batters philippines killing at least 25,__label__1
go home httpAddress and stay safe httpAddress #rubyph,__label__2
rt usrId stay safe in god s care #pilipinas #supertyphoon #rubyph #godbless cto usrId #youthsummit2014 #fearless httpAddress,__label__2
some people are httpAddress we re in a shelter in a place called sabang with residents waiting out #typhoonhagupit httpAddress,__label__2
rt usrId call for volunteers repacking of #reliefph goods at the dswd nroc to augment goods prepositioned in httpAddress #rubyph httpAddress,__label__2
#hagupit a haiyan like threat to the httpAddress httpAddress httpAddress,__label__2
rt usrId lord keep the philippines safe from typhoon ruby f httpAddress,__label__2
rt usrId soliman two bridges being repaired cleared by dpwh amp ; military in samar httpAddress sending c 130 to borongan also being consid,__label__1
rt usrId powerful super typhoon #hagupit is strongest storm since #haiyan and heading towards the philippines for the httpAddress h,__label__2
facing a typhoon is much scarier when you re httpAddress d i should ve gone httpAddress d0 #rubyph,__label__2
rt usrId as of 6pm signal no . D still up in laguna nearby httpAddress winds and rains expected in the next D4 httpAddress #rubyph httpAddress,__label__2
please pray httpAddress us for the philippines tonight as typhoon #hagupit makes landfall httpAddress lord please hold them in your httpAddress httpAddress,__label__2
#android #lg second super typhoon in a year expected to devastate philippines city httpAddress httpAddress httpAddress,__label__2
continue httpAddress be strong httpAddress #rubyph,__label__2
sending prayers for the httpAddress major typhoon #hagupit threatens the island and millions will feel the httpAddress #staysafe,__label__2
rt usrId bbcnewsasia this is typhoon #hagupit s projected storm path httpAddress #rubyph httpAddress dcfa,__label__2
rt usrId pagasa #rubyph expected to make landfall in batangas tonight probably between 6pm to 8pm based on 10kph movement,__label__2
rt usrId httpAddress staff have been deployed to areas projected to be affected by typhoon #hagupit #rubyph httpAddress,__label__2
rt usrId thinking of people in the #philippines as #typhoonhagupit httpAddress it nears usrId has staff medical a http,__label__2
rt usrId #prayforvisayas #prayforthephilippines #rubyph #hagupit the filipino spirit is stronger than any typhoon dei medina ht,__label__2
rt usrId here are some of the effects you can expect from #hagupit regardless of where it makes httpAddress stay safe ! #rubyph http,__label__2
tt worldwide 09 12 httpAddress httpAddress httpAddress httpAddress httpAddress httpAddress the great,__label__2
rt usrId as the agonising wait for #hagupit continues usrId volunteers like jiferson are ensuring people are prepared http,__label__2
rt usrId if we still experience problems after typhoon httpAddress hagupit then i guess it s obvious the government didn t learn from yo,__label__2
for safety tips #rubyph ff #repost smartcares a few safety tips for httpAddress be prepared and httpAddress,__label__2
typhoon httpAddress ruby 2014 communities in action httpAddress,__label__2
rt usrId to those who wanna help victims of #rubyph you can donate here through usrId httpAddress,__label__2
kapatid update hagupit ndrrmc looks into red cross report of more than DD dead in eastern httpAddress httpAddress #wowowillie,__label__1
i heard theres a typhoon in philippines i hope everyone is okay ! rain or shine the concert must continue right ph army s usrId,__label__2
rt usrId #hagupit now just a tropical depression but still dumping heavy rain in httpAddress httpAddress,__label__2
pray for the httpAddress be safe and alert all the httpAddress #rubyph,__label__2
rt usrId #rubyph at least D dead a million affected httpAddress httpAddress,__label__1
rt usrId D dead in philippines as typhoon #hagupit weakens httpAddress httpAddress,__label__1
rt usrId view the breakdown of available quick response funds qrfs per department in preparation for ruby httpAddress,__label__2
rt usrId #rubyph slightly weakens no longer a super httpAddress praise god ! keep praying,__label__2
rt usrId pagasa tropical storm ruby expected to make 4th landfall in laiya batangas 6 8pm tonight #rubyph,__label__2
rt usrId gov t discussing routes to bring goods to httpAddress afp has prepositioned c 130 to airlift supplies to borongan after #rubyph,__label__2
650 00 flee typhoon hagupit in philippines bad memories revived httpAddress,__label__2
usrId praying for all my friends in httpAddress stay safe,__label__2
rt usrId D million evacuated as typhoon #hagupit engulfs #philippines photos httpAddress httpAddress,__label__2
rt usrId usrId #prayforthephilippines as the world watches for httpAddress is not another httpAddress #pray thank httpAddress o,__label__2
usrId typhoon tears down homes in philippines httpAddress #hagupit httpAddress #auspol abbott cuts httpAddress,__label__1
aremgee77 father you are king over the flood ; i will be still and know you are httpAddress be safe everyone ! #rubyph,__label__2
usrId jha r u okay ? rt usrId video powerful typhoon nears philippines httpAddress,__label__2
rt usrId pagasa rains expected in metro manila sunday night or monday morning ; may raise to storm signal #2 . #rubyph #hagupit,__label__2
rt usrId #rubyph 2nd landfall this am in vicinity of masbate associated httpAddress strong winds storm surge up to D meters and heavy to,__label__1
rt usrId prayers for philippines during the httpAddress,__label__2
rt usrId 800 00 typhoon ruby victims remain in evacuation centers at least 800 00 httpAddress #news #philippines,__label__2
powerful philippines typhoon spotted from space as D million flee homes universe today share with friends .. httpAddress,__label__2
rt usrId icymi DD dead says red cross exec httpAddress #rubyph,__label__1
philippines residents flee as typhoon hagupit hits httpAddress,__label__2
crazy .. typhoon hagupit pummels philippines threatens flooding landslides cnn cnntyphoon hagupit httpAddress httpAddress wt f,__label__1
rt usrId power out since D pm in catarman where our #northernsamar office is . globe signal faltering ; smart still httpAddress #hagu,__label__1
rt usrId #typhoonhagupit in one of world s biggest peacetime evacuations 600 00 flee the philippines httpAddress httpAddress,__label__2
rt usrId #hagupit is the 3rd typhoon in a row to hit the philippines during the annual un climate talks httpAddress #cop20,__label__2
good night be safe everyone #rubyph,__label__2
rt usrId god is httpAddress f #rubyph httpAddress,__label__2
keep safe and sound ! #prayforvisayas #rubyph,__label__2
rt usrId strong winds now here in cebu !! shocks !! so creepy !! #rubyph,__label__2
#hagupit #rubyph with the partial report released by the mdrrmc as of 4pm today approximately DD httpAddress httpAddress,__label__1
no major damage in philippine typhoon ; D dead legazpi philippines ap typhoon hagupit knocked out power left httpAddress,__label__1
rt usrId eastern samar reportedly doesn t have any disaster resilient evacuation centers httpAddress #rubyph httpAddress,__label__2
rt usrId usrId #rubyph stay safe loves D mah edit D httpAddress,__label__2
rt usrId thinking of friends from #healthxph amp ; hoping u are all safe usrId usrId usrId and everyone #typhoonhagupit,__label__2
philippines typhoon weaker but still hazardous httpAddress,__label__2
typhoon makes landfall in philippines rain lashed parts of the philippines on saturday as typhoon hagupit httpAddress httpAddress,__label__2
rt usrId classes in all levels and office work are suspended tom httpAddress D due to typhoon httpAddress be safe sebastinians #walangpasok,__label__2
rt usrId just in D dead reported in iloilo due to httpAddress #rubyph via usrId,__label__1
good to see #tacloban after days of trying to get here usrId #rubyph #hagupitph httpAddress,__label__2
rt usrId mayor rex gatchalian suspends classes in all levels public amp ; private schools tomorrow december 9 due to httpAddress #w,__label__2
more than 600 00 flee as #typhoon blows near eastern #philippines military on full alert httpAddress,__label__2
rt usrId a small store in real httpAddress tacloban city falls due to strong winds #rubyph httpAddress via usrId,__label__1
rt usrId usrId 12 00 families at the foot of mayon volcano in #bicol evacuate under threat of httpAddress #rubyph httpAddress,__label__2
our httpAddress update in calapan oriental mindoro forced evacuation in DD coastal barangays ; expected evacuees 20 00 #rubyph,__label__2
rt usrId advisory currently experiencing #rubyph s wrath ? here are the numbers and hashtags you need to know httpAddress,__label__2
httpAddress typhoon hagupit threatens major flooding of manila #localweather httpAddress,__label__2
rt usrId turn off data wifi bluetooth etc to save httpAddress use satphones only in case of emergency ! keep safe ! #beprepared,__label__2
typhoon hagupit httpAddress spare philippines,__label__2
rt usrId in case you missed it ts hagupit has intensified into a typhoon accdg to the us jtwc httpAddress httpAddress,__label__2
rt usrId httpAddress is to send international rescue team to the philippines to help recovering the nation damaged by #hagupit #staystrong,__label__2
rt usrId #rubyph one of largest peacetime evacuations in ph history via usrId httpAddress,__label__2
in the same situation as hayan however by far not as severe situation updates are delayed due affected areas being cut off #hagupit,__label__1
rt usrId other utility poles along maharlika highway httpAddress tacloban damaged by #rubyph via usrId httpAddress,__label__1
rt usrId direct hit httpAddress usrId jtwc warning #15 amp ; yes another track change #hagupit #rubyph httpAddress,__label__2
rt usrId some residents of marabut samar evacuate to caves httpAddress #rubyph httpAddress,__label__2
rt usrId keep safe everyone !! f #rubyph httpAddress,__label__2
praying for everyone s safety #rubyph #typhoonhagupit #hagupit,__label__2
rt usrId #typhoon #hagupit churns philippines walls of seawater homes torn apart httpAddress httpAddress,__label__1
slowly moving and dangerous #hagupit impacts phillipines this httpAddress huge flood potential ! httpAddress httpAddress,__label__2
rt usrId ph air force s c130 before departing for borongan earlier today to deliver httpAddress #rubyph photo via usrId httpAddress,__label__2
rt usrId DD dead D million in shelters after typhoon soaks #philippines httpAddress,__label__1
rt usrId prayers can do big httpAddress #rubyph httpAddress,__label__2
usrId ts #hagupit is right smack over the top of us httpAddress yes it s been httpAddress those red bits lol httpAddress,__label__2
#rubyph go httpAddress pray pray guys,__label__2
collating httpAddress does anyone know of relief centers where one can donate ? #rubyph,__label__2
rt usrId praying for the safety of our httpAddress #rubyph joshanelt enthralls nknkk oneweektogo joshane christmasevent,__label__2
philippines brace for another powerful typhoon fox news httpAddress,__label__2
rt usrId #aksyonsahagupit photos of the damaged roof of a gas station in httpAddress #rubyph httpAddress,__label__1
be safe be vigilant and pray !! #rubyph,__label__2
#hagupit relief amp ; recovery usrId specialists are ready to support usrId if httpAddress extra staff have been deployed to tacloban,__label__2
rt usrId massive evacuation as #rubyph bears down on ph httpAddress,__label__2
rt usrId please help the #philippines as they prepare for typhoon #hagupit httpAddress httpAddress,__label__2
rt usrId let s pray god s supernatural hand wud move amp ; alter super typhoon ruby s direction so it won t cause major destruction in visa,__label__2
rt usrId united nations news centre we will provide whatever is needed usrId pledges response to #philippines typhoon httpAddress,__label__2
typhoon lashes east philippines with heavy rain typhoon hagupit makes landfall in the philippines battering .. httpAddress,__label__2
rt usrId 3am local time in #manila and usrId anchors the news from the #philippines as #typhoonhagupit approaches the,__label__2
rt usrId severe weather bulletin no . DD for typhoon ruby hagupit tropical cyclone warning issued at 11 00 am httpAddress httpAddress,__label__2
goodluck usrId on your concerrt here in the httpAddress though there s #rubyph hope the fans would still enjoy #vtaehyung #jimin #jin,__label__2
sibuyan island mayor appeals for relief goods httpAddress #rubyph,__label__2
rt usrId #aksyonsahagupit usrId dswd foiv a continues repacking of goods with a target of 3 5k food packs daily #rubyph,__label__2
rt usrId #rubyph slowly entering metro manila httpAddress,__label__2
rt usrId thousands scramble to shelter as typhoon batters philippines httpAddress httpAddress,__label__2
rt usrId #typhoonhagupit makes landfall httpAddress fierce winds rattling evacuees in the #philippines httpAddress,__label__2
singapore red cross to deploy team contribute s 60 00 to hagupit aid httpAddress #civil vision,__label__2
rt usrId this just in laguna is now under storm signal #3 as of httpAddress #rubyph httpAddress,__label__2
rt usrId marasigan ndrrmc DD provinces and D regions experiencing power httpAddress these are in 4a 4b . D D and region D #rubyph,__label__1
rt usrId the power of httpAddress we have a great amp ; good httpAddress we need only to ask httpAddress thank you jesus for your love grace amp ; goodness,__label__2
philippines manila braces for storm as typhoon hagupit leaves DD dead httpAddress,__label__1
jesus our lord and httpAddress httpAddress #rubyph,__label__2
rt usrId residents start fleeing to the hills in quinapondan eastern httpAddress #hagupit #rubyph usrId httpAddress,__label__2
rt usrId slept D hours on the httpAddress now unable to httpAddress monitoring #rubyph 140 00 families httpAddress lord jesus have mercy on the,__label__2
rt usrId stay safe to everyone in philippines including ph armys due to typhoon httpAddress we ll be praying for you and hopefully nothing,__label__2
storm #hagupit on the way to #vietnam landfall expected for httpAddress #care teams closely monitoring ready to respond if httpAddress,__label__2
keep safe everyone ! especially the sebastehanos out httpAddress #rubyph,__label__2
rt usrId stay away from httpAddress six inches of swiftly moving water can sweep you off of your httpAddress #bepreparedph #rubyph #hag,__label__2
rt usrId #hagupit strengthens with httpAddress winds of httpAddress it has also slowed down so landfall will now be saturday httpAddress h,__label__2
news5 hagupit expected to enter ph early thursday ; DD areas put on critical alert httpAddress,__label__2
